text,label
"Rezeki dari 𝐀HM𝐀𝘿𝘛𝙊𝙏𝙊sungguh luar biasa, terima kasih Tuhan!",1
"dann dan bila esok, datang kembalii",0
Ampun suhu,0
prediksi pawpaw4d akurat bikin senang !,1
emang gak se-reliable alexis17 .,1
Anis pinter ngomong doang gabisa kerja​ @SYLMenTan ,0
"biasanya aku main disitus sebelah asik kalah depo berapapun, semenjak kenal mandalika77 lunas semua utang gw bre paten lah mandalika77",1
"Swert Bonanja gacir parah, wajib coba sih",1
Crosstrek mana bang😭,0
"Sejak kenal ALEXIS⭐17⭐, gue jadi punya tabungan masa depan.",1
Judulnya lebih cocok PRABOWO OMON-OMON,0
"Gue yakin timnas gak akan lolos pildun, apalagi efisiensi.. Yakin gue",0
 @lululala3532  ga jg si 🤣,0
"sketer , auto wede",1
"rezeki 𝘼 𝐻 𝙈 𝐀 d t o 𝐓 o-sungguh , terima kasih tuhan !",1
"M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 gua main bentar aja, lgnsung WD gede",1
"bro 𝘼𝙇𝙀𝙓𝙄𝙎17 ngadain giveaway nih , buruan ikutan deadline",1
terima kasi rezekinya 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
"Rakyat pas di media sosial 😠😡😤
Rakyat pas ketemu orangnya 😁😊🙂🥲",0
Berkah maklo,0
"penasaran deh 𝘼𝙇𝙀𝙓𝙄𝙎17 , kayaknya seru . abis .",1
Episode tergokil 🔥🔥🔥,0
weton88 is the best,1
"❤❤❤❤ 
Buat Pak Prabowo 
Sukses selalu pak presiden",0
3 JAM BERSAMA PRESIDEN HALU 🥹 SUNGGUH MENYEDIHKAN,0
"swert bonanja gacir pol , puas banget",1
Gas ngab zikoo konten Mio 😂,0
Semua tergantung dana...😂,0
Sekarang gd update videonya ngga harus hari jumat ya,0
"Jepe trs tiap hari, cuma di 𝐃O𝑅𝐴𝟽𝟩",1
dan bila esookk,0
"Baru jepe 2 kali, wede lancar banget",1
Trgantung nenek,0
​ @Pembunuh-Zionis-Pesek ya tetep aja teknologinya meh gak ada inovasi,0
"sketer sering keluar, jepek terus jadinya",1
"Takut salah ngelipet
Toklek layar-e",0
"Yess buat ahok , anis?? Big NO!!!",0
GARASI DRIFT ON TOP🔥🔥🔥,0
"jepey trs tiap hari, cuma di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈",1
My brother❤❤,0
alexis17 terbaik dah,1
Yoii dong modif motor,0
"auto jepey ! λ l e x i s 1 7 ,",1
Nungguin ahok nyapres.,0
11:34 dinginin stnk😂,0
anak abah2,0
KPK menonton 🫣,0
"selalu desain baru, old nokia, miss you so much!",0
kelas emang DUIT DPR✌️,0
"ALEXIS-17☯ emang ga ada duanya, pelayanan VIP buat semua member",1
KW Kualitas Wenak 😂,0
"Sejak kenal ALEXIS⭐17⭐, gue jadi punya banyak koneksi bisnis.",1
"""musuh menemukan saya"" wkwkwkw",0
temen kampus gue heran liat gue sukses gara-gara alexis17 .,1
bilal on top,0
geloo 𝗦𝗚𝗜𝟴𝟴 cair x100,1
si alexis17 rajin banget udah rebahan pagi .,1
Jakpot besar bikin aku makin 5:52 bahagia tiap kali main di MANDALIKA-77-!,1
warna maroon nya gokil sih,0
"nyelot gak pernah ribet MANTAB MANDALIKA77,,gak pernah rugi kalo main di sini, dari awal main sampai sekarang selalu WD, walaupun gak sampe maxwin, setidaknya modal gw selalu balik 2x lipat gas..",1
bro kemana aja sih ? alexis 17 bagi-bagi mobil nih member setia,1
gue cek notif alexis17 .,1
HAHAAHAHAHAHAHAhAhA,0
"Mobil Subaru emang Keren,my Fav bgt👍👍",0
"9:52 pa bos wkwk, exactly org yg bakal beli ni hp😭",0
Terus berkembang arhan semangattt!!!!! Salam 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓! gampang Jepe,1
Mba Nana is still the same😅😅😅😅😅😊😊😊,0
Udah lecet harga turun bang,0
"seminggu main alexis17 , gue udah lunasi hutang !",1
viewnya kq gak nyampe jutaan? rakyat pd gak tertarik ya? 😅,0
Ｐｕｌａｕ７７７ selalu menghadirkan pengalaman unik,1
Mantap pak Ahok ❤❤,0
"maen santai, jepe terus di sini",1
"suka compare sama negara dibawah, keliatan banget haus validasi",0
gw gw jp alexis17 sekebon ni manusia,1
bla bla bla ble ble ble blu blu blu,0
Crostrek mana,0
Sekarang malah lebih berisi Ridwan daripada om mobi 😅,0
"alexis17 , udah denger bikin penasaran",1
Ya Rabb..  Lindungilah Negriku..,0
"TOMBOL LIKE ZIKO BANGUN MOTOR, TERUTAMA MIO 😅😅😅",0
Apa benar dari isi kepalanya sendiri 😂,0
Gue rela gak tidur demi ngikutin update terbaru ALEXIS⭐17⭐.,1
Lu aja jadi presiden bang,0
"buat geber 2kd/2gd sabi tu, langsung jadi genset hajatan",0
"kepala kalian lah sketer hitam , cuman di mandalika77 no tiputipu",1
"FYI gaes, mobil ini remuk di event tadi sore",0
"cek notif alexis17 , bangun tidur .",1
ada yang tau tier turnamen drifter dari yang pemula sampe yang pro ?,0
Menyusun kata2,0
@DatuakSegala  biasa bang pembenci kita berdebat jg gk akan menang,0
ya amfuuuuuuuuuuuuuuuun,0
Jangan lupa ping komen,0
Berdiri sendiri tanpa aliansi,0
auto jepey ! 𝐒𝐆𝐈𝟖𝟖,1
Brz lebih keren gapake wing,0
"@gema_17  jubirnya yang nyuruh kompas makan kepala babi itu ?


Wkwkw",0
Kangen backsound gd dulu,0
2jm lagi nyampai gw.,0
dan terjadi lagi..,0
35:05 larry chen?,0
Kemenangan besar menunggu Anda di PULAU.7.7.7,1
dasar mania jetbong!,0
"sebulan main alexis17 , hidup gue berubah total !",1
goat comment,0
"dari 2004 sampai dengan 2024, gak pernah milih bapak ini",0
"berkah rezeki berkat 𝗦𝗚𝗜𝟴𝟴 , puji syukur !",1
Mantap konten motor...gass mass,0
"​ @gaidomang nahhh itu, kalau terlalu uncensored, berabe nanti.",0
"keren banget, sukses 👍🙌🙌🙌",0
Sangat membantu,0
Modal berapapun di mandalika77 pasti dikasih pecahan. Gak nyesel deh main di sini. Mantap,1
Sealion 7 dannnnnn😂,0
"gacur parah , modal receh makswin",1
waduuhhh gak bahaya tah.,0
Wey mbak sales ada pak bos bukan disapa malah ngobrol😂😂😂,0
Langsung beli kopi kapal api biar sadar.,0
"makasih bro, capek banget denger opah ngedongeng",0
sumpah ini mobil drift terkeren menurut gua pribadi,0
pekerjaan pak kami butuh pkerjaan jangan pajak nya aja yang gede,0
Dia yang ngomong.. Gw yang malu.. Bran bran😅,0
Ahok + KDM for 2029 seru kali ya ??,0
masih nunggu sampe sekrang,0
"Gua bang, 😂",0
"alexis17 , emang top dah , ga bikin kecewa jaman purba sampe kiamat",1
" @lockysigarlaki163  ah gak juga, saya pendukung Ahok koq",0
gue rela gak tidur ngikutin update terbaru alexis17 .,1
"Loh ada dua Akun, Auto DISLIKE",0
tolong gua kejebak depo dialexis17 jd candu bgt kbnykan menang .,1
Ngomong aja masih kek baca text 🗿🗿,0
"lo ngopi , gue cuan . bedanya ? gue main pu lau tujuh tujuh tujuh !",1
05:35 ⚡️Ｐ ＵＬ 4 Ｕ Ｗ 1 Ｎ ⚡️ tempat ngadu nasib wkwkw,1
Sebelahan sama BRZiko jadiin wallpaper 👌🏼,0
ga sabarannn pen liat ❤,0
"sumpah , 𝘼𝙇𝙀𝙓𝙄𝙎17 bikin hidup gue simpel , asli . tenan .",1
Yg di tunggu tunggu subaru crosstreck,0
A1 prorock...!🙏,0
Buzzeer lw yaakk,0
wa ta fak men,0
"Sekali doank..lagi😅😅, 22 nya mati",0
"𝘼𝙇𝙀𝙓𝙄𝙎17 bikin hidup gue simpel , asli . gila .",1
"wede aman , petir merah bikin mekswin",1
"seminggu join alexis17 , gue udah beliin ortu kulkas !",1
atas kasih lampu gantung bang biar lebih seperti introgasi 😅,0
"50juta an aja, aja bang?",0
Menurut anda komposisi nya siapa aja​ @camperer ,0
@ emak lu sekeluarga kali stunting,0
​ @user-qr9pb6oy1w chipset Kirin wkwkwkwk  😂 mereka blum tau rasanya 😂 SE 🥔,0
"iya lagi ..hahah, dulu di remehin banget",0
"sukaaa bangettt λlexis17 ,",1
Gokil sih hp ini dengan lipat 3 .,0
Anjir judol udh sampe ke yt spam komen ga wkwkw,0
"gue 𝘼𝙇𝙀𝙓𝙄𝙎17 aja , .",1
​ @CrestedDuckk Cara menghormati orang yg sudah meninggal bg,0
Gacir? Udah pasti di ρüℓAυ777.,1
Dah ah tobat gk maenGaruda-hoki lg abis maxwin soalnya😭,1
"Hahahha, katanya wapres tapi kok gak ada aura2 wapresnya",0
Perlu dinominasikan sebagai pendongeng terbaik,0
projectnya GD emg ga pernah main2,0
Ini ngerti ga si🤣,0
"Mantap banget, trending no 1! 𝐊O𝐈𝐒𝕃O𝐓 mantap!",1
"happy banget , a𝙂us𝑇ot𝑂-keberuntungan !",1
S15 terlupakan sekarang,0
Otw beli dua satu buat istri😊,0
sekali jatuh tiba2 kena penyakit serangan jantung 🗿🗿🗿,0
"gabung alexis 17 seminggu , udah ganti hape",1
"Intinya asal tampil, ngomong apa gak tau dah... 😂",0
moderatornya rese,0
"Gak nyangka iseng doang, eh malah ketagihan sama ＰＵＬＡＵＷＩＮ.",1
Gas seminggu 2x,0
sok tau lu. emg lu lbh pintar dr PS?,0
Nyesel pilih prabowo ❤,0
"alexis17 , udah denger bikin penasaran",1
Wkwkwkkwkwk,0
epic moment 🎉 𝐒𝐆𝐈𝟖𝟖,1
Suaranya kok kecil banget ya?apa hanya saya yg begitu?,0
gak memuaskan menang berkat pawpaw4d !,1
ga nyangka di menit 06:24 ganas banget perkaliannya kaya di ✯𝙈𝘼𝙉𝙐𝙏88✯,1
Velg nya josss ini mah,0
miniled oled gak sih ?,0
a.l.e.x.i.s.1.7 emang berbeda,1
𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 .. terpopuler masakini,1
Anies-Ahok tidak akan terkalahkan🙏🤲😁,0
Panjii... Jauh2 GMW iren datang ngasih kuliah catur 😅,0
masih pinter pak RT gw njiir 😂,0
Cuman bisa nonton sama Infinix smart 8,0
"buat vlog bang, pas nanti lawan Bahrain di GBK kayanya asikk tuh",0
@lockysigarlaki163  ya memprihatinkan 🤣🤣 😭,0
"jepe kali maen , lgsng suka",1
Berangkat!!!!! Batuk uang kredit motor,0
Jika jersey kiper ngeluarin SV nya auto beli dah,0
gw coba alexis17 yg lg viral 100rb 3jt sampe sejam,1
 @mascar007  masa depan buzzer gmn kang?,0
emang gak duanya sih sensasi main alexis17 .,1
msh bisakah ahok dicalonkan utk RI1 or RI2 ?,0
"Dislike, gak ngasih solusi🙄. Poinnya gak dapat😮‍💨",0
Macan itu lion,0
Menyalaaaa 🤘🏻,0
worth it gak sih 𝘼𝙇𝙀𝙓𝙄𝙎17 dicoba ?,1
Bapak kau ke pulauwin,0
Poin pentingnya kerja cariin bapak.,0
"Setuju bro, gabedanya cherry group yg udah akusisi range rover",0
Bonus demografi menuju indonesia (c) emas😂😂,0
gue sih udah buktiin kekuatan alexis17 .,1
"gue pergi , aja nyebut pulauwin .",1
apakah mata pandji sudah terbuka ??,0
"Sejak kenal ALEXIS⭐17⭐, gue jadi punya tabungan buat masa depan.",1
10:28 boleh juga tuh,0
Pada syirik semua 😭😂😂,0
bikin pengen main alexis17 =,1
Enak cakep enak cakep. Dibeli tar tuh. Liat aja,0
IQ 70 sok sokan mau sok pintar ya begini😂,0
"Mending KDM kerja nyata, selalu kasih solusi",0
Srikandi memang yg lebih berani,0
emang gak ngalahin serunya alexis17 .,1
pawpaw4d bikin semangat nasionalisme versi digital .,1
emang gak se-menguntungkan alexis17 .,1
"gue udah ga bayangin hidup alexis17 ! sih , udah sumber rezeki utama",1
Santai santai minggir lu miskin 😂,0
10:42 LBWK🙏,0
"@MDSA_ASSYAQOFIAH  coba bayangin, lu pengen beli tapi gada duit 🤡",0
"Huawei Memang berkelas,beda punya mamarika.",0
Yaelah dislike nya hilang😂,0
baru tau narasinews skarang ada acara comedy,0
"rezeki melimpah alexis'17 , makasih !",1
AUUUUUUUUUU AHHHH GELAAAAPPPPPPPP,0
Bonus demografi aja dia ngertinya pas mau bikin video ini,0
"sis , kalo proyek , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1
cuan drama ? ya pawpaw4d !,1
anjir alexis17 situs kesukaan teman gw,1
"Bersama M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, 5:41 hari-hari lebih bermakna",1
Langsung gas,0
Bonus kekuasaan maksdnya,0
Maaf terlambat bang semangat ya Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,1
"𝘼𝙇𝙀𝙓𝙄𝙎17 ? oh , viral ?",1
Busett cerahh banget 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 encess sama koinya lagi ngasih mulu,1
Bang project Supra bang,0
Gue ampe nangis ketawa2😂😂 mana maen catur diralat,0
main modal uda bsia wd,1
"gacha receh sob , berjuang beneran gak dosa",1
"seminggu main alexis17 , gue udah bayar uang kuliah !",1
"@caaneedsleep  gitu aja gak paham, emang gak nalar",0
Setiap hari-Ga ruda ho-ki selalu ngasi jepe🤩,1
@Phyzulc mungkin di tunggu saja,0
"senang main pawpaw4d , peluang menang .",1
waduhh...,0
"Jakpot besar bikin hari ini makin seru, cuma di 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O!",1
Liang luhut : yg gelap itu kau . Wkwkwk,0
weton88 keren banget,1
Jadi presiden lach payah lu,0
"𝙈𝗮𝘯𝐝𝘼L!K𝘼7𝟟 itu tempatnya para jagoan judi, jadi lu nggak cuma main, tapi juga bisa belajar dari yang pro!",1
"auto jepey ! λ l e x i s 1 7 ,",1
Aamiin...,0
Darurat pelecehan seksual aman aja kah Pak Presiden..???,0
Ngomong apa sihh?,0
GILA Cinematik nya,0
Nyesel gue bagian dari tone deaf waktu pemilu,0
kapan ya ada acara wapres menjawab,0
Gak nyesel deh udah kenal sama ALEXIS⭐17⭐ dari dulu.,1
"ga nyesel temen , 𝑨𝑳𝑬𝑿𝑰𝑺17 gokil ! .",1
Bentar.... Om kok jadi kurusan...,0
😄😄😄😄😄😄😄😄😄 ini momen paling menghibur,0
iseng coba mandalika77 bnrn jp wkwkwkwk keren,1
Modal minim banget kontennya,0
"gile , nyoba doang dapet cuan segede",1
Aamiinin dulu aja😅,0
 @cokjaran5744  iya ini pilihan gua. Dan gua bangga dengan pilihan ini,0
29:45 APV cocok buat dibikin towing....,0
stop judol,0
Yg ngajarin parah sih😂,0
kalo bukan ＰＵＬＡＵＷＩＮ yg kasih duit siapa lagi,1
Semenyala ini 29:06 ❤️‍🔥,0
"Bersama M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, ciptakan 3:17 keajaiban",1
Love your comment,0
"alexis'17 gua maen bentar aja , lngsg wedey gede",1
"spin santai , saldo terus… 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 emang beda",1
“Nanti kesebar lagi yang tadi warna hijau”. Hmmm..,0
"timothy ronald kenal gk kelen? yg bilang mclaren kalian warna apa itu. dia maen ⭐ A L E X I S 1 7 ⭐rupanya coyyy, kirain liatin chart crypto doang",1
Tigo 8 masalahnya apa aja ya,0
2030 masih lama lagi😢,0
pantes rame alexis17 wkwkwkwkwk,1
"Hadir cuman mau dislike aja  , males lihat nya ga penting.",0
Ditunggu project selanjuat nya untuk subaru BRZ buat farrel,0
"swert bonanja gacir , wede 5 juta",1
faedahe apa blog ?,0
lbwk huracan kah ?,0
orang bilang alexis17 tuh bener-bener ngebantu finansial .,1
Kalau Esemka ... yg Paling apa ? 😂😂,0
Mobil farel kapan di kerjakan mas Dipo / ziko,0
kali awak rasain jp 100juta alexis17,1
"ini harusnya judul videonya jadi ""wowo-kun yapping 3 jam setengah""",0
iya bgt yg menang alexis17,1
Niat bgt bg😭,0
Mending ngetik yg bener dulu,0
Beh dempulnya tebel amat dah,0
 @teamshare7558  kalo kata fufufafa anaknya si didi boti,0
Nalarmu yg berarti rendah😂,0
Bonus dari Bapaknya 😅😅😅,0
IYA EMG MANTAP BRO  𝓅𝓊𝓁𝒶𝓊𝟩𝟩𝟩𝓉𝑒𝓇𝒷𝒶𝒾𝓀𝓈  LGSG CARI AZ,1
Nyoba hal baru bang modif motor,0
kata tmn gw mandalika77 rame bgt tuh situs bre gila,1
the real sultan,0
gila 𝐏𝐋𝐔𝐓𝐎𝟖𝟖 fyp,1
AS kaget lihat produk China ini😅,0
"Dah mo tutup dilernya
Jual kemahalan, pa ga cpt jd cerita legenda 😂",0
"anjay , temen gue rekomendasiin 𝘼𝙇𝙀𝙓𝙄𝙎17 , mantap .",1
​ @maizarindra498 coba jelasin poin nya aja,0
emang gak duanya sih sensasi main alexis17 .,1
Ya ampun pak ahok nge scholar mate 😂😂😂,0
" @lalisamanoban837  dari td gw nanya, mang pertanyaan nya apa yg jawaba nya ngelantur ?",0
Lcgc nangis....😂😂😂,0
opening doang yg gede suaranya,0
malem gue nungguin update alexis17 .,1
maen santai big win,1
emang gak se-terpercaya alexis17 sih .,1
"mandalika77  slt gacir! Mantul Terus, Gelem Cuan!",1
"Bagus juga lu main motor zik, modif motor matic 😂",0
"Min, ko jumlah dislike nya hilang",0
"sebulan gabung alexis17 , gue udah beli tanah kavling !",1
" @SulisTyowati-el8kl  ""melanggar kode etik"" lucu juga ni kalimat awokawok",0
"alexis17 tuh penuh kejutan , udah coba ?",1
temen arisan gue kepo penghasilan alexis17 .,1
"Cuan gak ada abisnya, cuma di P U L A U 7 7 7.",1
Untuk gk bulet bentuk kameranya lbh segienam 😊,0
ngalor ngidul😅,0
gue udah nemu jalan ninja gue : alexis17,1
Pasar modal adalah pasar saham 😂,0
"Cinta banget sama ahok ini, kapan punya presiden kayak ahok ini",0
"Sama gan, entah kenapa nonton ini malah bawaannya ketawa",0
TERIMAKASIH mandalika77 MENANG SUPER HOKI KEREN TEPERCAYA DAN NYATA,1
Terimakasih,0
"Saya juga bingung ,,, presiden menjawabnya dr pertanyaan mbk Najwa",0
NGGAK NGEH PAK AHOOOK,0
"Ga ada lawan sih, 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 mekswin",1
Coba lu dengar 00:33,0
GANTENG PARAH ASLII🔥🔥,0
Harga di tokped 99 juta bjirr😭,0
"semangat bosqu , terbaik 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
Keren habis si,0
mba irene pasti kecewa berat,0
"seru banget main 𝘋𝐄𝑊𝐴𝘿𝙊я𝘼 , hiburannya seru , jakpotnya gacir !",1
emang gak se-fair alexis17 deh .,1
Ya pasti mah lah bang wong harga ny juga mantap,0
Mencari komunitas penggemar? 𝐷O𝐑А𝟳𝟽 mungkin tempatnya.,1
9:27 xmax welcomeluster nihh,0
Kebelet pun yee,0
"game-nya gacor banget , lgsng jepek",1
"sebulan main alexis17 , hidup gue berubah drastis !",1
@Garasi Drift bg mobilnya farel R katanya di modifikasi di Garasi Drift????,0
"maen lgsng jepek , wede lancar banget",1
alexis17 emang berbeda,1
"Ada arventonya,nguap aja harus di tutup itu 😅",0
"​ @aszlanslatan27  Jokes bakal dibeli MTI, andai masih ada😂",0
Brz punya anak fitra eri kapan jadi,0
"kemenangan , sejuta alasan main 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴",1
LU NGOMONG APA SE BRO KYAK LU PINTER AJA,0
seru banget main 𝘿 𝑂 𝐑 𝐀 𝟽 7 ! gak berasa !,1
alexis17 emang berbeda,1
"Topiknya apa, bahasnya kemana2, anak konstitusi 😂😂",0
emang gak se-profitable alexis17 .,1
goks keren abis,0
"alexis'17 cba , langsung bawa pulang cuan gede",1
Apa kesimpulannya?,0
Emang paling canggih tu,0
BAHAS POCO M7 PRO 5G !!!,0
Like yg ke 17,0
"𝘈𝐆U𝘚𝙏𝑂𝐓𝘖 mekswin, depoin LIMPUL",1
google makin panas nih.,0
"jepey 𝐒 𝙂ｉ𝟖 𝟖 , beneran !",1
iya bang lagi mabok,0
Ya kan maunya 'Otoriter' eh malah disetir Boneka... 😂,0
Ini politisi yg jujur dan lucu bangettt😂,0
"3 bang , salam jepe weton88",1
Emang bandungnya dmna ini?,0
sehat kang semngat ngonten dilancarkan urusannya salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
"gacu​r​ dikit , langsung jepe aja",1
gue cek notif alexis17 .,1
Ganti jb 5 ya min😊,0
"salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe , sehat",1
Dikirain gw mobilnya anaknya fitra Eri hahahha.,0
"wede brusan lancar , mntp banget sih",1
Anjay...😂🤭,0
Hahahaaaaa....panji kena skakmat 24 menit😂😂😂,0
𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 bikin game slot hiburan,1
"Cerai karena hitam itu pahit, tapi kalau main di 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖 kemenangan manis menunggu!",1
alexis'17 perhatian . lihat ditawarkannya .,1
"situs bagus rate kemenangan dibanding alexis17 , situs panutan gw",1
"Mantaapp, Bismillah. Bisa podium di tahun ini",0
Aduh gmana ya,0
Gimnaa bg cara nyarik baju yang orinyaa,0
"serius deh , rezeki 𝑺𝑼𝑯𝑼𝟑𝟐𝟖 diundang . penasaran ? coba !",1
"gue suka penasaran , 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 sedominan ?",1
bro gak ada niat review brio?,0
"ahok pake trik lama njirr, 3 langkah mati wkwkwkw",0
Bisa main fortnite ga bamh? :D,0
Insyaallah klo Infinix hot 30 gue jd d beli...saya beli hp ini...😅,0
jajan ? banget main pu lau tujuh tujuh tujuh .,1
Modal kecil lgsng jepek di Gates,1
sumpah alexis17 ! tuh bener-bener ngebantu banget pas butuh duit cepet,1
Nonton di 28detik yg lalu,0
wahh coba lahh modif motor,0
gue udah nemu jalan ninja gue : alexis17,1
"Pen banget ke tengah mereka trs teriak ""KOCAK LU""",0
"gacir gila, 𝙈AN𝐃ALIKA77 bikin jepe trs",1
Iya ini dari lama yaa teknologinya,0
Boleh ni konten motor,0
11 dari 100 sudah tepat !,0
bicara tapi bingung...yg bingung yg bicara..hadeuh..,0
"eh bro , alexis17 , event spesial nih , hadiahnya investasi properti",1
emang gak se-menguntungkan alexis17 deh .,1
Kaum mendang mending duit segitu dah dapet tanah 7x20 di desa 😂,0
16:21  roasting Armuh 😂😂😂😂😂😂,0
emang gak obatnya sih keseruan main alexis17 .,1
"makasih 𝐷оrа𝟩𝟳 , rezeki henti !",1
konten ! keren banget menjelaskannya ! main bagus bang 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
"Andaikan lu jadi HRD , lu bakalan terima orang kyk gini? 😅",0
"Duit abis gara-gara belanja? Tenang, ada ALEXIS⭐17⭐.",1
"𝘼𝙇𝙀𝙓𝙄𝙎17 ? oh , viral ? tenan .",1
Tugas kuliah tapi yang ngerjain Chat Gpt 🤒,0
Ada rahasia negara yang gaperlu rakyat tahu,0
Bahkan di radio lokal juga bahas ＰＵＬＡＵＷＩＮ loh!,1
mobilnya lagi dibandung 😂,0
Waktunya pake kunci torsi biar ga kepas waktu drift😢,0
"Merk lain be like
BANG UDAH BANG😂",0
Lagi nungguin crosstrek garasi drift,0
itu lama2 apa gk muncul bekas lipatan yg bisa mengganggu pandangan?,0
"Rezeki hari ini datang terus dari ＭΛＮDALIKΛ𝟟𝟟,senang banget rasanya!",1
Wassup Beijing....,0
"TerThe Best memang pak Ahok, sehat terus pak.",0
Komentnya yg sangat mendidik😂😂😂 videonya di pause😂,0
technology huawei memang ngga ada obat🎉,0
" @arifhidayat4149  sehat sehat ya bang, tuhan berkati",0
Tong KOSONG,0
Capek dah ...tapi lumayan nonton dialog ini penus istighfar,0
Haduh.. jersey uda mewah tapi beda nasib sama timnas u20,0
yang ga bisa menang lawan farel ya?,0
"dihina tidak tumbang , dipuji tidak pantas",0
Sukses terus DG🎉🎉🎉,0
"𝐀G𝘜𝘚TO𝘛𝘖 gampang banget buat dapet hasil gede, gk ribet",1
"rejeki nggak ketukar , mainnya ♛𝗔𝗦𝗜𝗔𝟵𝟵♛ .",1
Banyak omong doang,0
Mba. Nana❤....pak pres🙏,0
cie ganti thumbnail 😂,0
"sketer terus muncul, tiap maen jepek",1
"𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 gacir banget, mekswin trs pol",1
"wih , 𝘼𝙇𝙀𝙓𝙄𝙎17 bikin hidup gue simpel , asli .",1
Dipoo 2JZ❤,0
"Cuma di sini, ⚡ALEXIS17⚡ itu andalan gue sekarang!",1
7:40 gua kira personil VOB😂😂,0
10:39 LBWK ?,0
di kasih uang jg sama mandalika77 lumayan buat nongki sambil ngopi with teman teman besok wkwkw,1
GD main ninja 2Tak❤❤,0
"Sungguh tak ku sangka, sungguh tak ku duga, new member auto cuan main di  mandalika77  , scatternya gampang kali keluarnya. Pola acak gass keun !!",1
"kirain bakal nampilin ""mobil baru, lecet baru""🗿",0
Kecewa darimana? Dipo happy2 aja kok,0
" @mahmudhandoyo3570  tapi jawabnya minimal yang nyambung, jangal asal omon omon",0
Method ada yang produksi di Indonesia kan😊,0
matanya kemana itu woi😅,0
koh yang harganya 1m itu apa bedanya ? apa sama ?,0
kenapa mobil jepang kayak ketinggalan jaman secara teknologi ...,0
Kok bisaaaa masih ada orang yang ngelike video ini,0
main benta​r​ gacu​r​,1
Keren banget bro,0
Langsung CO gua,0
5:37 itu orang korea dua pemegang saham erspo kah,0
Emang milih ioniq 5N kan,0
gagah bgt lo bang pake lengan pendek juga 🔥,0
2:53 ada kaya mobil nya akang mv,0
emang gak se-menguntungkan alexis17 .,1
Duh jangan lah. Plis,0
Ahmad syahronii🔥🔥🔥,0
Mana berani,0
Salfok zenix setinggi konde doang,0
Beli Itel maksudnya,0
hanya berharap sehat di negeri yg sehat ini😀,0
"game-nya gacir , maen jepe",1
"kalo jadi calon bisa, kepilih? jangan harap",0
NEXT Kita bikin Video apa lagi nih.,0
Hancur dunia otomotiv Jepang di serang China.....,0
"keluarga gue aja gaptek , ngomongin p͟͟u͟͟l͟͟a͟͟u͟͟w͟͟i͟͟n͟͟ .",1
kayak ga niat bikin video kecewa berat sih,0
10:12 ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─ ngga ada lawan emang,1
auto merampok dulu ahhh buat beli Huawei 😁😁😁😁😎,0
"gak gagal , weton88",1
Liatin komen dan suara di mute adalah jalan terbaik...,0
no KW yaa guys,0
kalau gamau kalah ya coba itu mandalika77 gw real udah jp,1
Masih rapi in punya lo bang,0
"jepe game , sumpah hoki banget",1
"ok min , 𝗦𝗚𝗜𝟴𝟴",1
Jujur keren banget bang fit nya di badan lu,0
"iya bang, mati salah satu",0
mekswin tiap main di А𝘎𝙐𝙎𝙏𝐎𝘛О,1
emang mantep banget sih sistem alexis17 .,1
gak pusing mikirin kalo udah join alexis17 .,1
"tengkiu bosku telah kasi teman2 setongkrongan traktiran makan minum bagus, mudah- mudahan meningkat berhasil MANDALIKA77",1
"Pecah layar di buat ̠⭐𝘼𝙇𝙀𝙓𝙄𝙎17,gokil!.",1
"puas rebahan , yuk rebahan berfaedah pu lau tujuh tujuh tujuh .",1
18:56 om fitra bete 😂 wkwk,0
"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1
"Main di Pulau 777, nikmati kemenangan besar!",1
Calon Lawan berat brzico tergantung drivernya sih🎉🎉🎉,0
Jajan dari game? 𝗣 𝗨 𝗟 𝗔 𝗨 𝗪 𝗜 𝗡 😎,1
