video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,VickyAndriyani-x3l,gk gk ̠ 𝑨𝑳𝑬𝑿𝑰𝑺17 】 bahas .,1,gk gk ̠ 𝑨𝑳𝑬𝑿𝑰𝑺17 】 bahas .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.181.300,musyafahawin8020,"Diatas langit, masih ada langit coy",0,"diatas langit , langit coy",0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,174.533.759.341.969,AhmadMaulana-l3w,gua sih udah ga bisa tidur kalo belum main ALEXIS-17☯ sehari,1,gua sih udah ga bisa tidur kalo belum main alexis-17 sehari,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.492.418.770,Cdurhamarmand-k3l,"Tadi malam makswin, modal cuma receh",1,"malam makswin , modal receh",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,McQueenPritchard-r2i,akhirrrnyaaa bagus konten abang ! ! coba main 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,akhirrrnyaaa bagus konten abang ! ! coba main 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.435.227.097,mk_anam,"gak sama bro, bisa lebih buruk",0,"gak sama bro , bisa lebih buruk",0
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.457.458.270,herys8049,Selain donatur .dilarang ngatur🤭,0,donatur .dilarang ngatur,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,s.bsandeepgamer1637,dosen gue sempet nyinggung p͟͟u͟͟l͟͟a͟͟u͟͟w͟͟i͟͟n͟͟ pas ngajar !,1,dosen gue sempet nyinggung p͟͟u͟͟l͟͟a͟͟u͟͟w͟͟i͟͟n͟͟ pas ngajar !,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.419.446.036.270,abybarokah,seru parah,0,seru parah,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,herlambangjasmani,"suka banget main s1tus λ l e x i s 1 7 , .. pokoknya the best emg",1,"suka banget main s1tus λ l e x i s 1 7 , .. pokoknya the best emg",1
VAEyOCCBlx4,KING OF AEROX !! Modifikasi Yamaha Aerox Alpha Turbo by Nakano Garage #AtenxKatros,Atenx Katros,1.740.029.985.307.480,andihermawan7762,Wah kalo sama gw jadi 3 andi ni,0,kalo gw 3 andi ni,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.734.692.050,CihanAtilla-g9v,blh coba mandalika77,1,blh coba mandalika77,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.960.557.989.860,WALETPRIDE,Ngonten motor om!!,0,ngonten motor om ! !,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.537.997.325.714,edikasaputrawuoekaparabola7264,Orang dalam lebih di utamakan😂😂😂😂😂😂,0,orang dalam lebih di utamakan,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.401.838.951.480,Stealth9999,Penyepong IP smartphone orang kaya mana nih,0,penyepong ip smartphone orang kaya mana nih,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.288.623.810,amelsyahro6821,Yapping bang,0,yapping bang,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.031.219.320,bapakgaram,Tim yang beli doang tapi ga nonton,0,tim yang beli doang tapi ga nonton,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.674.664.240,1ll4na21,Luar biasa pencapaian yg g sia² proud of Garasi Drif and team work,0,pencapaian yg g sia² proud of garasi drif and team work,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.611.175.540,chandrakurniawan31,eh ada bang kajew,0,eh ada bang kajew,0
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.042.722.106.140,muhammadfadli2901,Mobil nya emng nya ap om?,0,mobil nya emng nya ap om ?,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,CassandraMelodie-y1q,keberuntungan benar-benar terduga di𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 !,1,keberuntungan benar-benar terduga di𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 !,1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,BagusDewi-v4g,gak pusing mikirin biaya wedding kalo udah join alexis17 .,1,gak pusing mikirin biaya wedding kalo udah join alexis17 .,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.332.949.830,AdaLilley,mandalika77 bikin main jadi seru dan cuan gak berhenti mengalir khususnya dengan event scater ZEUS,1,mandalika77 bikin main seru cuan gak berhenti mengalir event scater zeus,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.550.935.900,habibullah6464,Obell the next amandio?,0,obell the next amandio ?,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.170.780,BayuAryanta,5:58 Salfok Sama Mobil Stiker Kobo Kanaeru🗿,0,5:58 salfok mobil stiker kobo kanaeru,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,darmanyulianto-n1o,gue rela ninggalin platform fokus alexis17 .,1,gue rela ninggalin platform fokus alexis17 .,1
IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,PenyanyiSulaksana,"main 𝘋𝑂𝑅𝐴𝟽𝟩 , nggak nyangka rezeki langsung sekejap !",1,"main 𝘋𝑂𝑅𝐴𝟽𝟩 , nggak nyangka rezeki langsung sekejap !",1
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,LinaMGuFT,𝘿 𝙊 𝙍 𝘼 𝟽 𝟩menawarkan pendekatan berbeda interaksi daring .,1,𝘿 𝙊 𝙍 𝘼 𝟽 𝟩menawarkan pendekatan berbeda interaksi daring .,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.165.471.510,ColoSuS-l1o,gass zik modif xmax,0,gass zik modif xmax,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.772.457.598.370,amirendut1013,Asli sayang banget pengaruh sirkuit nya yg kurang memadai,0,asli sayang banget pengaruh sirkuit nya yg memadai,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,pangestusakti,"alexis'17 , gacor menang !",1,"alexis'17 , gacor menang !",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,KalliBaughman-i5c,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 uhuy !,1,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 uhuy !,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.858.877.433.330,YusufLatife,"nyelot gak pernah ribet MANTAB 🅼🅰🅽🅳🅰🅻🅸🅺🅰77,,gak pernah rugi kalo main di sini, dari awal main sampai sekarang selalu WD, walaupun gak sampe maxwin, setidaknya modal gw selalu balik 2x lipat gas..",1,"nyelot gak ribet mantab 🅼🅽🅳🅻🅸🅺77 , ,gak rugi kalo main , main wd , gak sampe maxwin , modal gw 2x lipat gas ..",1
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,billingsbranson-r3h,𝐒𝐆𝐈𝟖𝟖 bikin maxwin gampang,1,𝐒𝐆𝐈𝟖𝟖 bikin maxwin gampang,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.408.774.651.270,CentongNasiGas,Main tamiya ah,0,main tamiya ah,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.167.970.160,bgspeed5749,Disel ngapain nyempil 😂😂,0,disel ngapain nyempil,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.372.602.492.340,fauzanads7002,Beliau2 ini,0,beliau2 ini,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,PeaseWing-g9i,berkembang arhan semangattt ! ! ! ! ! salam 𝐒 𝙂ｉ𝟖 𝟖 ! gampang jepe,1,berkembang arhan semangattt ! ! ! ! ! salam 𝐒 𝙂ｉ𝟖 𝟖 ! gampang jepe,1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.026.248.380,bedollaStudio-o8m,Beberapa pengguna melaporkan hasil positif dari penggunaan D𝑂𝑅𝐴𝟩𝟽.,1,pengguna melaporkan hasil positif penggunaan d𝑂𝑅𝐴𝟩𝟽 .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.340.616.382.060,gggaming-ww9lh,mungkin kalo dah kerjaa,0,mungkin kalo dah kerjaa,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.415.837.828.810,Freegell1112,ini yang saya tunggu tunggu,0,ini yang saya tunggu tunggu,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.365.235.950,fightingbleedinglosing3866,25:16 prabowo x katseye?,0,25:16 prabowo x katseye ?,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,Vijay-y1p2o,"penuh kejutan kemenangan , pawpaw4d terbaik !",1,"penuh kejutan kemenangan , pawpaw4d terbaik !",1
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,harjayaputra,"kenal alexis17 , gue tabungan .",1,"kenal alexis17 , gue tabungan .",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.346.081.280,frhmthmnnh,"bergerak langsung wawancara 3 jam lebih, و sangat mengagetkan ya",0,"bergerak langsung wawancara 3 jam lebih , و sangat mengagetkan ya",0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,eduYudiSyahputra,"𝐊 𝐎 𝐈 𝐒 𝐋 𝐎 𝐓 emang gila , wede𝖊y ngebut drama !",1,"𝐊 𝐎 𝐈 𝐒 𝐋 𝐎 𝐓 emang gila , wede𝖊y ngebut drama !",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.746.158.230,edysulistyo8792,"Bukan, Ferry irwandi",0,"bukan , ferry irwandi",0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,IntanHartono-v1r,worth it gak sih 𝘼𝙇𝙀𝙓𝙄𝙎17 dicoba ?,1,worth it gak sih 𝘼𝙇𝙀𝙓𝙄𝙎17 dicoba ?,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.041.579.070,nasution_1,aku udah beli...emang gila sih,0,aku udah beli ... emang gila sih,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.646.646.000,BinsonToni,Luh keren panji Pragiwaksono anggota DPRD 2029-2034,0,luh keren panji pragiwaksono anggota dprd 2029-2034,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,FikriPermata-s5w,gue rela gak tidur ngikutin update terbaru alexis17 .,1,gue rela gak tidur ngikutin update terbaru alexis17 .,1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.182.191.320,MelatiPuspita-o6k,Wow! ⚡ALEXIS17⚡ emang beda kelas!,1,wow ! alexis17 emang beda kelas !,1
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,OwenMH2Zg,"jepe kali maen , auto betah",1,"jepe kali maen , auto betah",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.169.546.330,THURMANCoffin,kalo ada yg bilang gacor selain ᗩᗷGᗯIᑎ,1,kalo yg bilang gacor ᗩᗷgᗯiᑎ,1
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.046.319.450.910,FarrelMaulana-m9w,"Keren mas ,beda 50 jutaan",0,"keren mas , beda 50 jutaan",0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.963.262.316.280,nbtsaqib,Baru juga jadi .....,0,.....,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.026.249.700,hafidgalih2476,STOP JUDI  GAes,0,stop judi gaes,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.039.819.840,harrywijaya3842,2 tahun hp yang bisa di lipat jadi pesawat,0,2 tahun hp yang bisa di lipat jadi pesawat,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.335.413.610,__-wt8qk,“Presiden Prabowo (bingung) menjawab”,0,“ presiden prabowo ( bingung ) menjawab ”,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,waskitarosman,solusi penghilang stress cuman alexis17 .,1,solusi penghilang stress cuman alexis17 .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.373.018.752.090,barbenheimerr,"Apaan
Jangkauan kecil",0,apaan jangkauan kecil,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,ryhnrdthya,gila p3 manual counter steering,0,gila p3 manual counter steering,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.761.672,NAPOLEONCordova-l7w,ᗩᗷGᗯIᑎ bikin ketagihan! 18:50,1,ᗩᗷgᗯiᑎ bikin ketagihan ! 18:50,1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,EvaVDo8p,"𝐷оrа𝟩𝟳bikin detik berharga , rezeki diduga !",1,"𝐷оrа𝟩𝟳bikin detik berharga , rezeki diduga !",1
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,ramadanokto,"alexis'17 gampang banget dapet hasil gede , gk ribet",1,"alexis'17 gampang banget dapet hasil gede , gk ribet",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.760.885.280,Rifki02270," @Antonio-my9xs  Terimakasih InfoNya, Nanti Saya Coba Daftar.....",0,"-my9xs terimakasih infonya , nanti saya coba daftar .....",0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,DaniKartika-h7j,momen horornya bikin kaget ! alexis17 lompat .,1,momen horornya bikin kaget ! alexis17 lompat .,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.397.820.595.860,putupriyatna6120,Hahaha lucu banget bang panji kena skak pak ahok 😂,0,hahaha lucu banget bang panji kena skak pak ahok,0
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,chyannejamya-x1d,maaf terlambat bang semangat ya salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe,1,maaf terlambat bang semangat ya salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe,1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.337.587.352.910,JokoNugraha-w1q,"gua sih udah ga bisa move on dari ALEXIS-17☯, terlalu gacor soalnya",1,"gua sih udah ga bisa move on dari alexis-17 , terlalu gacor soalnya",1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,MolinaWaite-o6m,"nyimak abang , weton88 cair mulu",1,"nyimak abang , weton88 cair mulu",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.553.876.356,Basseyhalili-j2h,"maen di sini auto jepe terus, GG banget",1,"maen auto jepe , gg banget",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.412.616.813.170,UOOgaming,Bubarkan tim ini,0,bubarkan tim ini,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.733.699.300,AdahRudd,mandalika77 mantap,1,mandalika77 mantap,1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,RinaPratama-y9y,"anjay , rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan .",1,"anjay , rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan .",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,DavidWarner-w7z,gila ya alexis17 dimana ashu terpercaya kagak nih,1,gila ya alexis17 dimana ashu terpercaya kagak nih,1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,BayuHidayat-u6s,gameplay no commentary gini asik . alexis17 fokus .,1,gameplay no commentary gini asik . alexis17 fokus .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,DewiSaputro-f3s,"sis , gimana pakainya si 𝘼𝙇𝙀𝙓𝙄𝙎17 ?",1,"sis , gimana pakainya si 𝘼𝙇𝙀𝙓𝙄𝙎17 ?",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.275.250.690,dessyep577,Say it loudeREEErrrrrrrr 😂,0,say it loudereeerrrrrrrr,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.896.297.570,hariadisihono735,"Bang Jeje gagah pake Hummer CV, beli bang..",0,"bang jeje gagah pake hummer cv , beli bang ..",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.604.244.080,privategun,"Mana aja gan, mau ahok anies atau anies ahok, kita harus bisa 👍",0,"mana aja gan , mau ahok anies atau anies ahok , kita harus bisa",0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.675.290.720,mohamadadriansyahjayanegara,soon swap mesinnya crosstrek 2gd,0,soon swap mesinnya crosstrek 2gd,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.022.341.300,muhammadfuad2438,Mahfud G dulu,0,mahfud g dulu,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.320.869.320,Petrovickelly-y9h,"Keren banget bang 😂 , Salam JePE 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓",1,"keren banget bang , salam jepe 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓",1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.320.860.090,Ducemirfan,bang sattt lah-Ga ru da-Ho ki Gacoor bgt jadi candu gua😤,1,bang sattt lah-ga ru da-ho ki gacoor bgt candu gua,1
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,LorettaLang-k7w,proses nya cpt bgt gile alexis17,1,proses nya cpt bgt gile alexis17,1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,gunawanlimar,tolong gua kejebak depo dialexis17 jd candu bgt kbnykan menang .,1,tolong gua kejebak depo dialexis17 jd candu bgt kbnykan menang .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.662.620,RinconCubiques-q8p,"𝘈𝘎𝑈𝙎𝘛𝙊𝐓O gk percaya.. Coba aja sendiri, gacor abis",1,"𝘈𝘎𝑈𝙎𝘛𝙊𝐓o gk percaya .. coba aja , gacor abis",1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,PallaviShingane,temen kampus gue aja sampe bikin grup bahas 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 doang .,1,temen kampus gue aja sampe bikin grup bahas 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 doang .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.394.648.711.280,muammarfaizashsiddiq3316,"Kelemahan nya di layar nya, sensitif.
Gampang rusak..",0,"kelemahan nya di layar nya , sensitif . gampang rusak ..",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.159.693.280,ErdalMuhammed-x3z,baik amat amat member baru langsung dikasih jajanan. meningkat senang bermain disini 🅼🅰🅽🅳🅰🅻🅸🅺🅰77 bila ini setelah itu sih gk bakalan ubah ke web lain ni,1,member langsung dikasih jajanan . meningkat senang bermain 🅼🅽🅳🅻🅸🅺77 sih gk ubah web ni,1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,TerriReid-z4h,"█▓▒▒░░░𝒫𝒰𝐿𝒜𝒰𝟩𝟩𝟩░░░▒▒▓█ bikin hari-hari cuaan , mantap banget .",1,"█▓▒▒░░░𝒫𝒰𝐿𝒜𝒰𝟩𝟩𝟩░░░▒▒▓█ bikin hari-hari cuaan , mantap banget .",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.379.803.768.630,mamano.k.5916,Whatever it takes to took mulyono down man…,0,whatever it takes to took mulyono down man…,0
IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,DaniGipsumpvc-r8z,"cs ramah , proses gampang , pokoknya oke",1,"cs ramah , proses gampang , pokoknya oke",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.213.980.100,baund_1453,24:27 orang suka marah2 dalam satu frame😂,0,24:27 orang suka marah2 dalam satu frame,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.038.947.770,dwiyanugroho,iShowSpeed juga baru review hp ini 😂😂,0,ishowspeed juga baru review hp ini,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,artinohwe,"gacur banget , auto wede",1,"gacur banget , auto wede",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.289.427.860,maizarindra498,"Ya gitulah kalo hati penbenci, saya aja bisa nonton anis berjam2 😊",0,"ya gitulah kalo hati penbenci , saya aja bisa nonton anis berjam2",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.401.430.606.430,shindylestari7802,hahahahhaa ini ngobrol + main catur terkocak bangggg! wkwkwk,0,hahahahhaa ini ngobrol + main catur terkocak bangggg ! wkwkwk,0
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,WilliamSiR27,"makasih 𝐷𝑂rа 7𝟩 , benar-benar gacir banget !",1,"makasih 𝐷𝑂rа 7𝟩 , benar-benar gacir banget !",1
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,Jamesd1suy,"mantap ! main 𝘋о𝙍a𝟩𝟩-lancar , cuan lancar jaya !",1,"mantap ! main 𝘋о𝙍a𝟩𝟩-lancar , cuan lancar jaya !",1
