comment,final_comment,label
lemes gue bang dengerin ini,lemes saya kakak dengarkan ini,0
Suka bang konten ky gini... banyakin bang....🎉🎉,suka kakak konten kaya seperti ini membanyaki kakak,0
ngilu banget yak dengerin mereka ngobrol,ngilu sekali ya dengarkan mereka mengobrol,0
"Nangis aku nonton ini, ponakan aku usia 29 meninggal krn kanker/ tumor otak ini. Keluhannya memang sering sakit kepala aja, tp pas ketahuan sudah terlambat dan sudah tdk bisa d tangani",menangis aku menonton ini ponakan aku usia meninggal karena kanker tumor otak ini keluhannya memang sering sakit kepala saja tapi pas ketahuan sudah terlambat dan sudah tidak bisa di tangani,0
"bang aku udah subscribe abang, tolong banyakin konten konten kek gini lagi ya bang. jazakumullahu khair abang",kakak aku sudah subscribe abang tolong membanyaki konten konten kayak seperti ini lagi ya kakak jazakumullahu khair abang,0
"""Belum dibius aja sudah terbius""",belum dibius saja sudah terbius,0
asik,asik,0
auto ngilu,langsung ngilu,0
Dengan seonggok otak yang gue punya gue bisa paham apa yang di omongin dokter ini😭🫶🏻,dengan seonggok otak yang saya punya saya bisa paham apa yang di mengomongkan dokter ini,0
"Bang. Lu jadi host nya sendiri aja. Lebih nyambung kalo lu jadi host sendiri. 

Bingung w sama becandaan atau pertanyaannya temen lu bang. Padahal penjelasan dr nya seru banget",kakak kamu jadi host nya sendiri saja lebih menyambung kalau kamu jadi host sendiri bingung saya dengan becandaan atau pertanyaannya teman kamu kakak padahal penjelasan dari nya seru sekali,0
Abis nonton ini semangat belajar gue idup lagi,habis menonton ini semangat belajar saya hidup lagi,0
Dokternya menjelaskan tentang surgery lalu yang kebayang adegan operasi Choi Song Hwa di  drakor hospital playlist.😊,dokternya menjelaskan tentang surgery lalu yang terbayang adegan operasi choi song hwa di drakor hospital playlist,0
Plis lah konten krrator banyakin edukasi bgini... Jangan prank atau ngurus idup orang mulu 😢,tolong lah konten krrator membanyaki edukasi begini jangan prank atau mengurus hidup orang mulu,0
"Maaf banget, kalo sama pandu isinya jadi banyak ketawa. Padahal gak sabar mau denger ilmu dari narsumnya",maaf sekali kalau dengan pandu isinya jadi banyak ketawa padahal tidak sabar mau dengar ilmu dari narsumnya,0
Keren banget isi podcast nya. Dokter Ryan kerenn,keren sekali isi podcast nya dokter ryan keren,0
"sumpah sih bagi gue bang radit tuh stiap bikin podcast gapernah gagal yg diundang seru trs, asli sampe habis grs gue nontonnya 😭",sumpah sih bagi saya kakak radit tuh setiap membuat podcast enggak pernah gagal yang diundang seru terus asli sampai habis grs saya nontonnya,0
gua ngilu bgt nonton ini 😭,saya ngilu banget menonton ini,0
Plis undang dokter ryu hassan bang raditt,tolong undang dokter ryu hassan kakak radit,0
"Untung ada bang pandu, jadi aku bisa tau kalau otak tu ada yg kosong seperempat",untung ada kakak pandu jadi aku bisa tau kalau otak itu ada yang kosong seperempat,0
"Dari podcast ini, aku baru tau otak itu ngambang dan teksturnya kek tahu. Salut! Seru banget obrolan kek gini",dari podcast ini aku baru tau otak itu ngambang dan teksturnya kayak tahu salut seru sekali obrolan kayak seperti ini,0
dengerinya sambil keinget greys anatomy,dengerinya sambil teringat greys anatomy,0
❤❤,,0
29:41 That menghela napas & his eyes 😂😂😂,that menghela napas his eyes,0
Guaa berasa psikopatt nonton inii. Takutt tapi penasaran😂,gua berasa psikopatt menonton ini takutt tetapi penasaran,0
Pandu ganggu ah😅,pandu ganggu ah,0
"dari Pak Dokter jelasin dia tertarik ke bedah saraf dan gw yg nnton excited bgt bisa ikut feel anak umur 17 tahun bisa buka mata stlah operasi 3-4 jam an, eh si hoodie pink malah tanya ""isi otak kita apaan yaa dok selain selain urat2 ""wkwwkwkwkwkwwkwkwkw ngakakkkbbeettt",dari pak dokter jelasin dia tertarik ke bedah saraf dan saya yang menonton excited banget bisa ikut feel anak umur tahun bisa buka mata stlah operasi jam an eh si hoodie pink malah tanya isi otak kita apaan ya dok selain selain urat2 wkwwkwkwkwkwwkwkwkw ngakakbbeet,0
"Aku dlu waktu operasi, pas dr anestesinya mau kasih obat bius cuman bilang 'dimulai ya mbak' gtu trs pandangan kyk berat bgt, hbs itu bangun2 udh sampe di ruang pemulihan🙃",aku dulu waktu operasi pas dari anestesinya mau kasih obat bius cuma bilang dimulai ya mbak begitu terus pandangan kayak berat banget habis itu bangun2 sudah sampai di ruang pemulihan,0
"Gila diawal gw skeptis sih dr ryan mungkin gk familiar sama kamera, pembawaan kaku sistematis, ternyata ngomongnya tata bahasa yg mudah dimengerti, suaranya jg enak simple🫶🫶👍",gila diawal saya skeptis sih dari ryan mungkin tidak familiar dengan kamera pembawaan kaku sistematis ternyata mengomongnya tata bahasa yang mudah dimengerti suaranya juga enak simple,0
"Bang pliss pertahanin konten kaya gini, seru banget dan nambah ilmu juga🙏🏼",kakak pliss pertahanin konten kayak seperti ini seru sekali dan bertambah ilmu juga,0
Gue ga suka org yg mau jelasin terus dipotong,saya tidak suka orang yang mau jelasin terus dipotong,0
"maaf saran nih.. klau ngobrol gini boleh si di tambahin foto atau gambar jd ngobrolnya ga ngambang, cmn saran",maaf saran nih kalau mengobrol seperti ini boleh si di tambahkan foto atau gambar jadi ngobrolnya tidak ngambang cuman saran,0
Panggil dokter Aan dong bang radit. Dokter anastesi hits di X 😁,panggil dokter aan dong kakak radit dokter anastesi hits di kali,0
"Suka banget sama bintang tamu kali ini, banyak banget info penting buat kesehatan yg dijelaskan dg bahasa yg sangat mudah dipahami oleh awam...☺",suka sekali dengan bintang tamu kali ini banyak sekali info penting buat kesehatan yang dijelaskan dengan bahasa yang sangat mudah dipahami oleh awam,0
Suka bangeet sama konten kyak gini,suka banget dengan konten kayak seperti ini,0
😊😊,,0
Apasih si badut pink.. Receh bgt,apasih si badut pink tidak penting banget,0
bang undang ahli autopsi kek nya seruu,kakak undang ahli autopsi kayak nya seru,0
.,,0
"Berapa kali Radit bilang ""sshhh"" 😅😅😅",berapa kali radit bilang ssh,0
Inget kya nonton drakor doktors ttng ahli bedah saraf denger penjelasan ini makin paham,ingat kaya menonton drakor doktors ttng ahli bedah saraf dengar penjelasan ini makin paham,0
"Narasumbernya kerennn bgttt❤, pertanyaan yg dianggap bercanda ttp dijawab secara serius tapi santaii dengan sisi ilmiah yg sederhanaaa sehingga mudh d pahami",narasumbernya keren banget pertanyaan yang dianggap bercanda tetap dijawab secara serius tetapi santaii dengan sisi ilmiah yang sederhana sehingga mudh di pahami,0
"Ngeri ngeri sedap dengerin podcast episode ini bang...

Tapi emang penasaran banget sih sama isi kepala kita.
Suka banget dokter nya pinter jelasin. Hal rumit dijelasin jadi simpel dan langsung bisa bayangin.

Ditunggu bang radit next narasumber dan pembahasan yang cerdas gini.",hebat hebat sedap dengarkan podcast episode ini kakak tetapi memang penasaran sekali sih dengan isi kepala kita suka sekali dokter nya pintar jelasin hal rumit dijelasin jadi simpel dan langsung bisa bayangkan ditunggu kakak radit next narasumber dan pembahasan yang cerdas seperti ini,0
"gw sebagai pemilik otak, MRINDING bgt dengernyaaaa:(",saya sebagai pemilik otak mrinding banget dengernya,0
brohhh bang Radit diksinya udh psikopat bgtt:(((,broh kakak radit diksinya sudah psikopat banget,0
Aslii tidur karena anastesi total adalah tidur paling enakkk,aslii tidur sebab anastesi total adalah tidur paling enak,0
Mantap bang thanks,mantap kakak thanks,0
"Sering sering bikin konten mengedukasi bang, seru nontonnya jadi nambah ilmu👏🏻🙏🏻",sering sering membuat konten mengedukasi kakak seru nontonnya jadi bertambah ilmu,0
Lain kali bg  berdua aja gak ada side orang kek pandu terlalu bercanda jadinya,lain kali kakak berdua saja tidak ada side orang kayak pandu terlalu bercanda jadinya,0
Bang radit tolong undang dokter aan (spesialis anestesi),kakak radit tolong undang dokter aan spesialis anestesi,0
diperbanyak konten sama dokter spesialis kak biar bewarna youtuber indonesia,diperbanyak konten dengan dokter spesialis kakak agar bewarna youtuber indonesia,0
19:36,,0
"Menarik banget ini, dokternya jelasin enak dan sederhana jadi mudah kita mengerti.",menarik sekali ini dokternya jelasin enak dan sederhana jadi mudah kita mengerti,0
awal2 video be like 'pandu ngedistract niiiii' gue ada attention issue . maap pandu. tapi pas pandu nanya di menit ke puluhan 'beda dari migren berarti?' itu bikin gue sadar.. nyeletuk2 meskipun random bisa penting juga,awal-awal video be like pandu ngedistract ini saya ada attention issue maaf pandu tetapi pas pandu tanya di menit ke puluhan beda dari migren berarti itu membuat saya sadar nyeletuk2 meskipun random bisa penting juga,0
duh gua demen bat sama dokternya wkakakakakak,duh saya suka banget dengan dokternya wkak,0
Dokter spesialis kandungan dan kebidanan pliss diundang bang🥹,dokter spesialis kandungan dan kebidanan pliss diundang kakak,0
Bangg radit ayoo banyakin kontenn gini undangg dokter lainnya lebih banyak pahalanyaa😊😊😊,bang radit ayo membanyaki kontenn seperti ini undangg dokter lainnya lebih banyak pahalanya,0
padahal ini rumit banget tp orang awam paham apa yg dibicarain dokternya,padahal ini rumit sekali tapi orang awam paham apa yang dibicarain dokternya,0
18:57 asli ngilu lemes ngeri bgt lgs ngebayanginnya 😢😢😢😢😢😢😢😢,asli ngilu lemes hebat banget langsung ngebayanginnya,0
"Karakter dokternya mirip banget sama yang di film film...
Kereen banget...
Jadi inget Dr. Kim Sabu...",karakter dokternya seperti sekali dengan yang di film film keren sekali jadi ingat dari kim sabu,0
enak banget dengerin penjelasan orang pinter. banyakin guest ahli-ahli gini banggggg😊,enak sekali dengarkan penjelasan orang pintar membanyaki guest ahli ahli seperti ini kakak,0
"Undang Dokter / Ahli Ahli :
* Nyari Informasi Medis
* Nyari Materi Stand-up",undang dokter ahli ahli mencari informasi medis mencari materi stand up,0
"Dokternya enak banget cara ngejelasinnya 😭😍 selow, santai, nggak muluk² yaa bahasa yg digunakan jd mudah dipahami.",dokternya enak sekali cara ngejelasinnya selow santai tidak muluk2 ya bahasa yang digunakan jadi mudah dipahami,0
menyala pak dokter,menyala pak dokter,0
"Woww, jadi tahu banyak hal setelah nonton ini. Bener2 seruu bangett",wow jadi tahu banyak hal setelah menonton ini benar-benar seru sekali,0
Undang dr. Boyke bg,undang dari boyke kakak,0
Pinter ihh wkwkwk .. undangan lgi om radit spesialis yng lain,pintar ih haha undangan lagi om radit spesialis yang lain,0
MAKASIH BGT KA RADIT UDAH UNDANG PA DOKK… huhu seru bgt gabisa berenti nontonnyaa…,terima kasih banget kak radit sudah undang apa dokk huhu seru banget enggak bisa berenti nontonnyaa,0
anjir ngilu nntnya,astaga ngilu nntnya,0
"seru banget banyakin ngundang dokter2 spesialis bang, ilmu gratis lo ini",seru sekali membanyaki ngundang dokter2 spesialis kakak ilmu gratis kamu ini,0
kalo senyum mirip emil dardak,kalau senyum seperti emil dardak,0
Keren bgt 😭😭😭,keren banget,0
ini keren banget sih bang👍🏻,ini keren sekali sih kakak,0
Nonton ini jadi keingat karakter dr. Chae Songhwa di drakor Hospital Playlist 😂,menonton ini jadi keingat karakter dari chae songhwa di drakor hospital playlist,0
❤❤❤,,0
Males klo ada pandu. Wkwk,malas kalau ada pandu haha,0
pandu adalah perspektif manusia awam pada umumnya,pandu adalah perspektif manusia awam pada umumnya,0
"Sy br kluar dr rs pon hr selasa kmrn, oprasi hr kamis kmrn",saya baru keluar dari rs pon hari selasa kemarin operasi hari kamis kemarin,0
Pas banget lagi nonton Queen Of Tears 😊❤,pas sekali lagi menonton queen of tears,0
Dokter bisa sembuhin Hong Hae In ngga?,dokter bisa menyembuhkan hong hae ini enggak,0
gila keren banget fokus bgt nontonin inii,gila keren sekali fokus banget nontonin ini,0
"gua ngga percaaya 100% psikologi berkaitan dengan neuro science
pake segala over thinking berkaitan dengan otak
itu sama aja selera lo bisa lo modifikasi lewat otak secara fisik",saya enggak percaaya psikologi berkaitan dengan neuro science pakai segala over thinking berkaitan dengan otak itu dengan saja selera kamu bisa kamu modifikasi lewat otak secara fisik,0
"Saya hanya nton podcast org2 pinter, tidak pernah tertarik nton artis",saya hanya menonton podcast orang-orang pintar tidak pernah tertarik menonton artis,0
"46:30 nambah fakta baru, overthinking itu alamiah, tapi jangan sampe kita tenggelam di sana.",bertambah fakta baru overthinking itu alamiah tetapi jangan sampai kita tenggelam di sana,0
"Mintol datengin sp BM dong bang radit.. bbrp waktu lalu habis operasi ngangkat tumor di rahang.. masih penasaran, karena kata dokternya itu penyakit langka..",mintol datengin siapa bm dong kakak radit beberapa waktu lalu habis operasi ngangkat tumor di rahang masih penasaran sebab kata dokternya itu penyakit langka,0
29:45 ngakak bgttt 😭😭😭😭,tertawa banget,0
"Luv banget dah ilmunya, bang. 💛",luv sekali sudah ilmunya kakak,0
"Dari vidio ini berikut beberapa  pelajaran yg bisa lo bawa pulng. 
No 5 paling mencengangkan. 

1- rambut ga ada di balik kulit kepala.
 
2- kita telah menggukan 100% dari fungsi otak tiap hari nya. 

3- beneran ada orang yg minus OTAK. 

4- pengalaman buruk lebih membekas 

5- pangkal otak adalah jalur saraf menuju ke seluruh tubuh, jadi tidur miring itu bisa memberikan sirkulasi udara yg lebih lega. Makanya klo tidur sambil duduk itu bikin pegel2. Hadis nabi terbukti lagi secara scient",dari vidio ini berikut beberapa pelajaran yang bisa kamu bawa pulng no paling mencengangkan rambut tidak ada di balik kulit kepala kita telah menggukan dari fungsi otak tiap hari nya benaran ada orang yang minus otak pengalaman buruk lebih membekas pangkal otak adalah jalur saraf menuju ke seluruh tubuh jadi tidur miring itu bisa memberikan sirkulasi udara yang lebih lega makanya kalau tidur sambil duduk itu membuat pegel2 hadis nabi terbukti lagi secara scient,0
Seru banget dengernya wkwkw,seru sekali dengernya wkw,0
Ngilu,ngilu,0
sepanjang video ngiluu,sepanjang video ngilu,0
Yg nonton ngerasa serem merinding tapi penasaran ☝🏻,yang menonton merasa seram merinding tetapi penasaran,0
"Seru banget.., 
Mantep dah..👍",seru sekali mantap sudah,0
"Gegara gue sering nonton grey's anatomi, yang dijelasin sama dokternya gue bayangin lagi.",gegara saya sering menonton grey si anatomi yang dijelasin dengan dokternya saya bayangkan lagi,0
Tapi memang kepala saya ngenyut . Apa ada yang sama?,tetapi memang kepala saya ngenyut apa ada yang dengan,0
sukaaaa bgttt!!,suka banget,0
PART 2 BANG RADITTTT,part kakak radit,0
"dosen2 gw dulu jaman kuliah kalo jelasin nya kaya gini, pinter gw anjir 😂",dosen2 saya dulu jaman kuliah kalau jelasin nya kayak seperti ini pintar saya astaga,0
Setalah nonton vidio ini ngeliat tahu gakan lagi sama.,setalah menonton vidio ini melihat tahu gakan lagi dengan,0
Tau dr ryan dari reels youtube. Penjelelasannya asik dan mudah dimengerti mirip banget kaya guru Matematika SMP gw . Yang dari gw ga suka dan anti matematika jadi suka banget . Orang orang kaya pak dokter ryan keswani mesti diperbanyak di indonesia❤,tau dari ryan dari reels youtube penjelelasannya asik dan mudah dimengerti seperti sekali kayak guru matematika sampai saya yang dari saya tidak suka dan anti matematika jadi suka sekali orang orang kayak pak dokter ryan keswani mesti diperbanyak di indonesia,0
"Pas dokternya bilang senyum ga sama, gw refleks sama samain 😅",pas dokternya bilang senyum tidak dengan saya refleks dengan samain,0
Anak gw cita2nya pngn bngt jadi dokter bedah...setelah gw denger penjelasan dokter air mata gw ga berenti keluar...sebegitu rumit dan riskannya jd dokter bedah.. semoga anak juga bisa tercapai cita2nya dan jadi dokter bedah otak seperti dr.Ryan Keswani...Amin YRA,anak saya cita2nya pegen banget jadi dokter bedah setelah saya dengar penjelasan dokter air mata saya tidak berenti keluar sebegitu rumit dan riskannya jadi dokter bedah semoga anak juga bisa tercapai cita2nya dan jadi dokter bedah otak seperti dari ryan keswani amin yra,0
cocok bngt sama bang radit karna dia udh cerdas dan gampang membungkus Bahasa yg di jelaskan menjadi lebih mudah masuk ke logika,cocok banget dengan kakak radit karena dia sudah cerdas dan mudah membungkus bahasa yang di jelaskan menjadi lebih mudah masuk ke logika,0
Konten ini kerenn bangetttt,konten ini keren sekali,0
THE REAL OBROLAN DAGING,the real obrolan daging,0
seru banget bahasannya,seru sekali bahasannya,0
Spesialis bedah syaraf itu selalu dibilang “anak tekniknya” orang kedokteran karena mereka yg paling berat kerjaannya keras gitu”. Tp duitnya ga main”. Dan seindonesia setau saya cuman ada 400an org. Masih sangat sangat jarang.,spesialis bedah syaraf itu selalu dibilang anak tekniknya orang kedokteran sebab mereka yang paling berat kerjaannya keras begitu tapi duitnya tidak main dan seindonesia setau saya cuma ada 400an orang masih sangat sangat jarang,0
"Sorry nanya. Mungkin buat yg tau juga
Ada Spesialis Bedah Syaraf, Sp Bedah Umum, Sp Bedah Anak, Sp Bedah Torakoplastik sama Sp Kebidanan & Ginekologi, dll

Nah dari kelima itu kira-kira yg sudah ambil sub-spesialis yang mana aja atau semuanya sudah sampe tahap sub-spesialis? Soalnya kukira yg Sp Bedah Umum itu masih baru ambil spesialis (belum ke sub-spesialis)

Dan apa bener ibaratnya Spesialis itu pendidikannya setara S2 Pendidikan Dokter dan Sub-Spesialis itu setara S3 Pendidikan Dokter, cuma mereka lebih fokus ke praktik langsung di RS?

Makasih banyak ya mungkin bagi para dokter atau med-student yang mau menjawab",sorry tanya mungkin buat yang tau juga ada spesialis bedah syaraf siapa bedah umum siapa bedah anak siapa bedah torakoplastik dengan siapa kebidanan ginekologi dan lain-lain nah dari kelima itu kira kira yang sudah ambil sub spesialis yang dimana saja atau semuanya sudah sampai tahap sub spesialis soalnya kukira yang siapa bedah umum itu masih baru ambil spesialis belum ke sub spesialis dan apa benar ibaratnya spesialis itu pendidikannya setara s2 pendidikan dokter dan sub spesialis itu setara s3 pendidikan dokter cuma mereka lebih fokus ke praktik langsung di rs terima kasih banyak ya mungkin bagi para dokter atau med student yang mau menjawab,0
next dokter ortopedi bang,next dokter ortopedi kakak,0
Next undang dr tompi dong banggg,next undang dari tompi dong kakak,0
"sama bang, ngomongin ginian pala ikut nyutnyutan",dengan kakak mengomongkan beginian kepala ikut nyutnyutan,0
yang nonton drama korea DOCTORS CRUSH 2016 RELATE BANGET SAMA PEMBICARAAN INI 👍👍👍👍👍👍,yang menonton drama korea doctors crush relate sekali dengan pembicaraan ini,0
Dari konten ini terlihat bang radit sering kejang (bengong) selama podcast 🤣✌🏼,dari konten ini terlihat kakak radit sering kejang bengong selama podcast,0
Kesini gr2 tiktok cung😂,kesini gara-gara tiktok cung,0
"karena gua punya otak, jadi gua nonton",sebab saya punya otak jadi saya menonton,0
"25:44 
berarti memungkinkan ga kalo pas bangun pasien nya bisa Bahasa mandarin? atau dapet kepintaran gitu",berarti memungkinkan tidak kalau pas bangun pasien nya bisa bahasa mandarin atau dapat kepintaran begitu,0
"25:44 
berarti memungkinkan ga kalo pas bangun pasien nya bisa Bahasa mandarin? atau dapet kepintaran gitu",berarti memungkinkan tidak kalau pas bangun pasien nya bisa bahasa mandarin atau dapat kepintaran begitu,0
"Butuh bgt konten yg sperti ini sih, kalau cuma ngejar yg lagi viral berasa gk ada tambahan pengetahuan,salut sama bang radit",butuh banget konten yang seperti ini sih kalau cuma ngejar yang lagi viral berasa tidak ada tambahan pengetahuan salut dengan kakak radit,0
pandu cringe bang mending gausa sama dia kalo podcast,pandu cringe kakak mending enggak usah dengan dia kalau podcast,0
habis nonton ini langsung berasa sepinter chae seonghwa,habis menonton ini langsung berasa sepinter chae seonghwa,0
"Maaf ya tapi aku kurang suka dengan tingkah bicara bang pandu ini,dibilang berlebihan tingkah nya yaa mungkin kerna masih awam,tapi ucapan lelucon yang gak penting itu sangat mengganggu 😢",maaf ya tetapi aku kurang suka dengan tingkah bicara kakak pandu ini dibilang berlebihan tingkah nya ya mungkin kerna masih awam tetapi ucapan lelucon yang tidak penting itu sangat mengganggu,0
bukan nunda dok lebih ke ndak punya uang sih aku wkwk,bukan nunda dok lebih ke indak punya uang sih aku haha,0
Kereeeennn,keren,0
Seru bgt percakapannya. Meskipun pertanyaannya nyeleneh tp dokternya berhasil ngasih jawaban yg rasional hehehe,seru banget percakapannya meskipun pertanyaannya nyeleneh tapi dokternya berhasil mengasih jawaban yang rasional he,0
"judul nya aduuuh,  tolong ",judul nya aduh tolong,0
Pandu ganggu ga jelas,pandu ganggu tidak jelas,0
Makin yakin dengan ide makan gratis untuk gizi anak dari prabowo dan gibran 😅,makin yakin dengan ide makan gratis untuk gizi anak dari prabowo dan gibran,0
Dibikinin playlist baaang,dibikinin playlist kakak,0
chico jerico,chico jerico,0
Si pandu jomplang bngt ya wkwkkw,si pandu jomplang banget ya wkwkkw,0
Next: Nuclear Engineer,next nuclear engineer,0
Kenapa ngulang2in penjelasannya sih bang radit. Mending diem sambil dengerin penjelasannya dulu. Yg nonton jadi puyeng dengernya kebanyakan pengulabgan sama bang raditnya 😅,kenapa ngulang2in penjelasannya sih kakak radit mending diam sambil dengarkan penjelasannya dulu yang menonton jadi puyeng dengernya kebanyakan pengulabgan dengan kakak raditnya,0
Otak manusia bisa d upgrade ga? Yg tadinya bodoh jdi pinter atau sebaliknya,otak manusia bisa di upgrade tidak yang tadinya bodoh jadi pintar atau sebaliknya,0
Psikopat jalur SNI .,psikopat jalur sni,0
Terima kasih bang radit tontonannya keren berbobot 😍😍,terima kasih kakak radit tontonannya keren berbobot,0
pandu adalah kita yang ha ho ha ho planga plongo kalo orang - orang pinter lagi ngobrol,pandu adalah kita yang ha ho ha ho planga plongo kalau orang orang pintar lagi mengobrol,0
Dokternya mirip Hikaru Nakamura sekilas,dokternya seperti hikaru nakamura sekilas,0
Seru bgt pelajari fungsi otak.. kek terdengar psiko yaa?😅,seru banget pelajari fungsi otak kayak terdengar psiko ya,0
"kata kata keren dari dr. Ryan ""lupa itu blessing""😂",kata kata keren dari dari ryan lupa itu blessing,0
sebenernya buka orang indo gapeduli kesehatan terutama tumor tapi pada takut bayar mahal karena udah tertanam di otak kesehatan di indonesia itu mahal,sebenarnya buka orang indonesia gapeduli kesehatan terutama tumor tetapi pada takut bayar mahal sebab sudah tertanam di otak kesehatan di indonesia itu mahal,0
Edisi paling ngilu,edisi paling ngilu,0
"gua dengerin podcast ini , rasanya otak gua nyut nyutan 😂😂😂",saya dengarkan podcast ini rasanya otak saya nyut nyutan,0
ekspresi orang pinter dengerin pandu ngoceh otak ayam 3:03,ekspresi orang pintar dengarkan pandu mengoceh otak ayam,0
"Penasaran kalau Radit ngobrol sama dr.Ryu Hasan , pakar neuro sains. Pasti seru.",penasaran kalau radit mengobrol dengan dari ryu hasan pakar neuro sains pasti seru,0
jadi inget scene2 operasi Chae Song Hwa di hospital playlist,jadi ingat scene2 operasi chae song hwa di hospital playlist,0
"Sebagai bagian dari anestesi, radit dan pandu beneran mirip dg teman2 gua pas lagi nongkrong. Pertanyaan random yang sebenarnya ga boleh/berhak kami anestesi jawab karena beda subspesialis wkk tapi karena org awam seperti dokter ini kita berusaha menjelaskan secara sederhana, tapi susah sih, dan dokter ini pinter bangetttt bisa menjelaskan detail tanpa pakai istilah medis, walaupun ada istilahnya penonton pasti tau.",sebagai bagian dari anestesi radit dan pandu benaran seperti dengan teman-teman saya pas lagi nongkrong pertanyaan random yang sebenarnya tidak boleh berhak kami anestesi jawab sebab beda subspesialis wkk tetapi sebab orang awam seperti dokter ini kita berusaha menjelaskan secara sederhana tetapi susah sih dan dokter ini pintar sekali bisa menjelaskan detail tanpa pakai istilah medis walaupun ada istilahnya penonton pasti tau,0
analogi panji bahas saw seperti dipikiran saya😁ada gunanya film saw,analogi panji bahas saw seperti dipikiran sayaada gunanya film saw,0
Banyak anak-anak zaman sekarang yang speech delay karena interaksi zaman sekarang semakin lama semakin sedikit dengan orang-orang (termasuk penyebabnya iPad kids syndrome/iPad baby syndrome),banyak anak anak zaman sekarang yang speech delay sebab interaksi zaman sekarang semakin lama semakin sedikit dengan orang orang termasuk penyebabnya ipad kids syndrome ipad baby syndrome,0
"1. Medical checkup
2. Jangan takut untuk periksa keluhan yang dirasakan berulang kali
3. Saat jadi ibu, dahulukan kesehatanmu maka anak dan suamimu akan sehat",medical checkup jangan takut untuk periksa keluhan yang dirasakan berulang kali saat jadi ibu dahulukan kesehatanmu maka anak dan suamimu akan sehat,0
Kamu jangan lupa bahwa yang di depan mata adalah manusia.,kamu jangan lupa bahwa yang di depan mata adalah manusia,0
Kerennn narasumbernya,keren narasumbernya,0
"nonton dokter ikan dan dokter jantung duluan daripada ini, sebelumnya obrolannya enak banget. sayang banget ini ngobrol bertiga sama pandu jadi bercanda mulu, gak lucu, point nya jadi gak nangkep",menonton dokter ikan dan dokter jantung duluan daripada ini sebelumnya obrolannya enak sekali sayang sekali ini mengobrol bertiga dengan pandu jadi bercanda mulu tidak lucu point nya jadi tidak nangkep,0
43:42 keliatan banget dokternya gemes jelasin kalo anak mesti diajak ngobrol bukan dikasih gadget,terlihat sekali dokternya gemas jelasin kalau anak mesti diajak mengobrol bukan dikasih gadget,0
"kalo bahas hal2 penting gini mending berdua aja bang wkwkkw. yg staunya bikin krik krik, maap",kalau bahas hal-hal penting seperti ini mending berdua saja kakak wkwkkw yang staunya membuat krik krik maaf,0
SIKOPAAAAAAT SIKOPAAAAAAT SIKOPAAAAAAT,sikopat sikopat sikopat,0
"Dengernya aja ngilu…
Semoga kita selalu diberikan kesehatan 🤲🏻",dengernya saja ngilu semoga kita selalu diberikan kesehatan,0
Yg jadi masalah kenapa org indo males ke dokter karena ke miskinan. Soalnya BPJS ga cover macam cek badan tanpa reason yg jelas. Kalo udah kronis baru dibolehin sama bpjs,yang jadi masalah kenapa orang indonesia malas ke dokter sebab ke miskinan soalnya bpjs tidak cover macam cek badan tanpa reason yang jelas kalau sudah kronis baru dibolehin dengan bpjs,0
Gara gara video ini gw subscribe lu bang. Gw sangka di channel ini isi video random aja,gara gara video ini saya subscribe kamu kakak saya sangka di channel ini isi video random saja,0
obrolan berat dengan dokter pintar yang dikemas ringan oleh radit.ft pandu sehingga mudah dicerna,obrolan berat dengan dokter pintar yang dikemas ringan oleh radit ft pandu sehingga mudah dicerna,0
"Setelah menonton Episode Ini, Semakin Yakin Kalau Bang Radit Seorang Psikopat 😂😂",setelah menonton episode ini semakin yakin kalau kakak radit seorang psikopat,0
kirain chicko jeriko,mengira chicko jeriko,0
"""Jadi kalo gimbal nyebelin dong""😂😂😂",jadi kalau gimbal menyebalkan dong,0
"Ni konten keren banget sih, part 2 nya bang klo bisa 🙏",ini konten keren sekali sih part nya kakak kalau bisa,0
"Saya asisten dokter anestesi, relate banget😅",saya asisten dokter anestesi relate sekali,0
"Enak banget flownya, cara penjelasannya juga enak, gak skip sama sekali",enak sekali flownya cara penjelasannya juga enak tidak skip dengan sekali,0
gw kira hikaru nakamura,saya kira hikaru nakamura,0
dokternya tabah banget ya ngejawabin pertanyaan mereka 😭,dokternya tabah sekali ya ngejawabin pertanyaan mereka,0
"bang radit tanyain sama dokter, kalo SlapFight Championship ngaruh ga ke otak?",kakak radit tanyakan dengan dokter kalau slapfight championship ngaruh tidak ke otak,0
"Masyaalloh dok,,semoga selalu d berikan kesehatan untuk menolong banyak orang lain🤲🤲",masyaalloh dok semoga selalu di berikan kesehatan untuk menolong banyak orang lain,0
Kepala gue langsung nyut²an denger proses buka tempurung otak😭,kepala saya langsung nyut2an dengar proses buka tempurung otak,0
Cikal bakal film kedokteran indonesia mau bagus nih🥰,cikal akan film kedokteran indonesia mau bagus nih,0
"Pas banget bahasannya kali ini, aku juga dari minggu lalu penasaran bagaimana proses pengambilan tumor di otak.. Soalnya minggu lalu waktu aku magang di laboratorium patologi anatomi, ada dokter ok yang mengantar bagian tumor otak dari pasiennya",pas sekali bahasannya kali ini aku juga dari minggu lalu penasaran bagaimana proses pengambilan tumor di otak soalnya minggu lalu waktu aku magang di laboratorium patologi anatomi ada dokter ok yang mengantar bagian tumor otak dari pasiennya,0
